id,carat,cut,color,clarity,depth,table,x,y,z,price
18144,1.01,Very Good,F,VS2,61.0,57.0,6.42,6.5,3.94,6073
18145,1.93,Premium,H,VS1,60.5,60.0,7.98,8.06,4.85,16941
18146,0.5,Very Good,E,VVS2,62.0,55.0,5.08,5.11,3.16,2105
18147,0.55,Ideal,E,SI2,62.0,56.0,5.27,5.22,3.25,1273
18148,1.2,Good,G,VS1,62.8,59.0,6.64,6.7,4.19,8442
18149,1.02,Premium,J,SI1,61.8,58.0,6.5,6.44,4.0,3856
18150,1.0,Very Good,G,VVS1,62.3,55.0,6.34,6.44,3.98,8246
18151,0.37,Premium,D,VVS2,61.0,60.0,4.61,4.64,2.82,1071
18152,1.19,Very Good,G,SI2,63.4,56.0,6.69,6.56,4.2,3739
18153,0.53,Ideal,F,IF,61.3,57.0,5.19,5.21,3.19,2658
18154,0.73,Fair,H,I1,66.2,56.0,5.62,5.46,3.69,1104
18155,1.51,Very Good,G,SI1,62.9,57.0,7.27,7.3,4.58,11153
18156,0.9,Good,G,SI1,63.1,59.0,6.11,6.15,3.87,3734
18157,0.51,Very Good,F,VVS2,62.0,55.0,5.11,5.14,3.17,2041
18158,0.8,Very Good,F,SI2,59.7,56.0,6.05,6.11,3.63,2564
18159,1.06,Ideal,D,VVS2,62.0,56.0,6.53,6.57,4.06,12053
18160,0.35,Premium,F,VS1,60.7,58.0,4.58,4.54,2.77,984
18161,0.33,Very Good,I,VS2,62.6,58.0,4.34,4.42,2.74,463
18162,1.22,Very Good,I,VS1,61.6,60.0,6.86,6.8,4.21,5966
18163,1.06,Premium,H,VS2,61.1,59.0,6.58,6.51,4.0,5152
18164,0.72,Ideal,H,SI2,61.3,56.0,5.75,5.77,3.53,2372
18165,1.11,Very Good,G,SI1,60.3,60.0,6.62,6.67,4.01,5000
18166,0.42,Ideal,G,VVS2,61.3,56.0,4.82,4.81,2.95,1103
18167,0.6,Good,F,SI2,62.0,62.0,5.33,5.4,3.32,1306
18168,1.02,Premium,G,SI1,61.4,55.0,6.51,6.48,3.99,4273
18169,1.08,Ideal,G,SI1,61.7,56.0,6.6,6.63,4.08,5439
18170,0.3,Premium,G,VS1,62.9,58.0,4.32,4.27,2.7,776
18171,2.23,Premium,J,SI1,62.1,59.0,8.29,8.33,5.16,13069
18172,0.7,Ideal,I,VS1,62.4,56.0,5.66,5.68,3.54,2398
18173,0.41,Premium,G,VS2,61.4,59.0,4.79,4.75,2.93,1061
18174,0.31,Premium,G,VS1,59.5,59.0,4.47,4.4,2.64,802
18175,0.3,Very Good,G,SI1,62.1,58.0,4.26,4.28,2.65,432
18176,0.5,Ideal,H,VVS2,60.4,55.0,5.16,5.2,3.13,1608
18177,1.22,Premium,J,SI2,62.6,59.0,6.79,4.24,3.76,3156
18178,0.3,Very Good,F,SI2,62.2,58.0,4.22,4.33,2.66,394
18179,0.54,Premium,D,SI1,62.0,55.0,5.24,5.21,3.24,1786
18180,0.51,Very Good,H,VS2,63.5,60.0,5.04,5.01,3.19,1268
18181,0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,1317
18182,1.2,Premium,H,VS1,58.5,61.0,6.98,6.93,4.07,6720
18183,0.53,Ideal,G,VVS2,61.8,58.0,5.18,5.2,3.21,1941
18184,0.35,Ideal,D,SI1,61.6,55.0,4.53,4.56,2.8,644
18185,1.01,Ideal,G,VS2,62.7,54.0,6.43,6.47,4.04,6937
18186,1.01,Premium,F,SI2,62.5,61.0,6.37,6.33,3.97,4017
18187,0.51,Ideal,E,VS2,61.5,57.0,5.09,5.12,3.14,1656
18188,0.59,Very Good,G,VS1,57.4,63.0,5.54,5.58,3.19,1915
18189,1.2,Ideal,H,SI1,62.2,58.0,6.81,6.77,4.22,6569
18190,0.32,Very Good,I,VVS1,63.0,58.0,4.32,4.38,2.74,589
18191,1.01,Very Good,G,VS2,63.1,55.0,6.38,6.36,4.02,5294
18192,1.51,Ideal,F,SI1,62.5,57.0,7.27,7.32,4.56,10693
18193,0.38,Ideal,I,SI1,61.6,57.0,4.62,4.66,2.86,626
18194,1.0,Good,G,VVS2,63.1,58.0,6.33,6.37,4.01,7453
18195,0.72,Premium,I,VS2,60.9,60.0,5.76,5.8,3.52,2216
18196,0.3,Good,J,SI1,63.4,54.0,4.23,4.29,2.7,351
18197,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,9979
18198,0.7,Very Good,E,VS2,62.8,56.0,5.66,5.68,3.56,2992
18199,0.3,Good,H,SI1,63.8,55.0,4.2,4.26,2.7,432
18200,1.12,Premium,I,VS2,61.9,58.0,6.68,6.63,4.12,5119
18201,0.3,Premium,H,VS1,63.0,58.0,4.28,4.23,2.68,675
18202,0.41,Premium,F,SI1,61.8,58.0,4.75,4.76,2.94,755
18203,0.31,Very Good,G,SI2,62.3,57.0,4.33,4.37,2.71,408
18204,0.41,Very Good,F,SI1,62.8,57.0,4.69,4.73,2.96,755
18205,0.59,Ideal,G,VVS2,62.3,56.0,5.34,5.39,3.34,2155
18206,2.2,Ideal,J,VS2,61.6,57.0,8.34,8.39,5.15,15384
18207,0.34,Ideal,G,SI1,61.5,55.0,4.49,4.52,2.77,540
18208,2.0,Premium,G,SI2,60.7,60.0,8.13,8.07,4.92,10833
18209,0.32,Ideal,D,VS2,62.7,57.0,4.4,4.44,2.77,758
18210,0.4,Ideal,G,VVS1,61.2,56.0,4.77,4.8,2.93,1043
18211,0.32,Ideal,E,VS1,59.5,57.0,4.49,4.45,2.66,842
18212,0.71,Very Good,F,VVS1,63.3,58.0,5.67,5.64,3.58,3104
18213,1.93,Fair,F,VS1,58.9,62.0,8.17,7.97,4.75,17995
18214,1.27,Premium,H,VS2,60.7,58.0,7.04,6.97,4.25,7496
18215,1.0,Very Good,G,VS2,63.2,58.0,6.33,6.27,3.98,5645
18216,1.01,Very Good,I,SI2,61.5,62.0,6.37,6.41,3.93,3299
18217,2.0,Premium,G,SI2,60.7,60.0,8.13,8.07,4.92,10833
18218,0.25,Good,E,VVS1,61.3,61.0,4.04,4.08,2.49,575
18219,0.4,Ideal,F,SI1,62.0,57.0,4.72,4.76,2.94,694
18220,0.51,Ideal,H,SI2,61.8,53.0,5.14,5.18,3.19,983
18221,1.07,Very Good,F,SI1,61.6,58.0,6.54,6.6,4.05,6061
18222,0.33,Ideal,J,VS1,62.1,55.0,4.41,4.44,2.75,434
18223,0.25,Fair,E,VS1,55.2,64.0,4.21,4.23,2.33,361
18224,0.32,Ideal,H,IF,62.0,55.0,4.39,4.42,2.73,814
18225,1.21,Ideal,G,VS2,60.1,57.0,6.94,6.98,4.18,9873
18226,0.52,Ideal,D,VS1,60.9,56.0,5.19,5.22,3.17,1991
18227,0.33,Premium,G,VVS1,62.1,58.0,4.43,4.4,2.74,1114
18228,0.7,Ideal,F,VS1,62.0,55.0,5.74,5.71,3.55,2751
18229,0.9,Very Good,E,I1,62.4,63.0,6.13,6.01,3.79,2200
18230,1.01,Fair,E,SI2,57.9,57.0,6.51,6.55,3.78,3916
18231,0.33,Very Good,H,VS1,59.7,59.0,4.52,4.53,2.7,579
18232,0.33,Premium,H,VS2,62.3,58.0,4.38,4.41,2.74,521
18233,1.11,Ideal,J,VS1,61.3,55.0,6.65,6.75,4.11,5012
18234,0.71,Premium,D,SI1,61.6,60.0,5.74,5.69,3.52,2797
18235,0.56,Ideal,E,VVS2,61.7,56.0,5.31,5.33,3.28,2712
18236,1.19,Ideal,F,VS2,62.0,57.0,6.78,6.76,4.2,8415
18237,0.38,Premium,D,SI2,61.1,58.0,4.68,4.62,2.84,812
18238,0.3,Premium,D,SI1,62.4,60.0,4.23,4.26,2.65,552
18239,0.3,Very Good,F,SI2,63.3,55.0,4.33,4.29,2.73,506
18240,0.82,Good,G,SI2,59.9,62.0,6.02,6.04,3.61,2893
18241,1.07,Ideal,E,VVS2,61.7,57.0,6.61,6.55,4.06,10288
18242,0.52,Very Good,E,SI1,62.8,57.0,5.09,5.13,3.21,1369
18243,0.34,Premium,F,VS2,62.3,57.0,4.48,4.44,2.78,880
18244,1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,5378
18245,1.71,Premium,D,SI2,60.6,60.0,7.76,7.69,4.68,13325
18246,0.56,Ideal,F,SI1,61.1,56.0,5.35,5.33,3.26,1811
18247,1.02,Ideal,G,VVS2,62.1,57.0,6.43,6.45,4.0,8401
18248,0.4,Premium,H,VS1,62.4,60.0,4.69,4.74,2.94,807
18249,0.32,Ideal,H,VS2,63.0,57.0,4.37,4.33,2.74,648
18250,1.0,Very Good,D,SI2,63.3,56.0,6.38,6.35,4.03,4704
18251,0.72,Ideal,H,SI1,58.9,56.0,5.91,5.88,3.47,2398
18252,0.38,Good,J,VVS2,63.4,56.0,4.56,4.62,2.91,666
18253,0.3,Ideal,F,VS2,62.0,54.0,4.34,4.31,2.68,776
18254,2.14,Premium,G,SI2,60.1,58.0,8.4,8.35,5.03,12792
18255,0.76,Ideal,F,VS2,61.9,57.0,5.83,5.86,3.62,3648
18256,0.9,Very Good,F,SI1,58.0,63.0,6.33,6.25,3.65,4435
18257,2.06,Premium,I,SI1,60.9,61.0,8.32,8.16,4.99,14488
18258,0.5,Premium,G,VVS1,61.0,60.0,5.12,5.08,3.11,2070
18259,0.43,Ideal,H,VS2,60.7,55.0,4.96,4.89,2.99,857
18260,0.9,Good,F,SI1,57.6,60.0,6.34,6.37,3.66,3950
18261,0.9,Ideal,J,VS1,62.6,55.0,6.13,6.11,3.83,3048
18262,0.71,Good,F,SI1,66.2,55.0,5.49,5.53,3.65,2396
18263,0.34,Ideal,D,I1,61.4,55.0,4.5,4.52,2.77,413
18264,1.3,Ideal,G,VVS2,62.0,57.0,6.96,7.03,4.34,11073
18265,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,6860
18266,1.39,Ideal,G,IF,60.6,55.0,7.21,7.27,4.39,12943
18267,0.3,Good,E,VVS2,63.0,58.0,4.27,4.34,2.71,622
18268,0.7,Premium,E,SI2,62.0,55.0,5.65,5.61,3.49,2135
18269,1.06,Ideal,F,VS2,61.0,57.0,6.57,6.6,4.02,7075
18270,0.87,Very Good,H,SI2,61.0,56.0,6.15,6.19,3.77,2993
18271,0.31,Premium,H,IF,60.4,58.0,4.41,4.43,2.67,761
18272,0.34,Ideal,E,VS2,62.1,54.0,4.52,4.5,2.8,956
18273,2.06,Ideal,H,SI2,61.5,56.0,8.23,8.18,5.04,12119
18274,1.01,Good,F,VS2,61.7,58.0,6.3,6.34,3.9,6288
18275,0.84,Very Good,E,SI1,63.4,55.0,6.0,5.95,3.79,2813
18276,0.41,Ideal,G,VVS1,61.7,55.0,4.77,4.79,2.95,1151
18277,1.73,Premium,G,VVS2,62.6,55.0,7.76,7.66,4.83,18377
18278,1.21,Ideal,F,VS2,62.6,55.0,6.8,6.75,4.24,7826
18279,1.22,Premium,G,SI2,58.3,61.0,7.0,6.92,4.06,5436
18280,0.3,Ideal,E,VVS2,61.1,56.0,4.34,4.37,2.66,742
18281,2.05,Premium,E,SI2,59.7,59.0,8.39,8.27,4.97,17237
18282,1.0,Very Good,G,VVS2,60.7,56.0,6.5,6.51,3.95,7215
18283,0.33,Ideal,H,VS1,61.7,54.0,4.45,4.47,2.75,579
18284,0.39,Ideal,D,VS1,62.0,57.0,4.71,4.67,2.91,1170
18285,0.91,Premium,J,SI1,62.8,59.0,6.19,6.14,3.87,2905
18286,0.52,Ideal,D,VS2,61.0,57.0,5.18,5.21,3.17,1774
18287,0.57,Ideal,E,VS2,61.3,57.0,5.38,5.29,3.27,2319
18288,0.33,Ideal,E,SI1,62.0,54.0,4.43,4.41,2.74,743
18289,0.3,Good,E,VVS1,61.2,63.0,4.24,4.26,2.6,739
18290,0.3,Ideal,F,SI1,62.2,54.2,4.31,4.34,2.69,499
18291,0.74,Premium,E,VS2,62.4,59.0,5.77,5.73,3.59,3108
18292,1.09,Premium,G,VS1,62.5,59.0,6.57,6.54,4.1,6951
18293,1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94,4641
18294,0.9,Premium,G,SI2,61.1,58.0,6.22,6.18,3.79,3246
18295,0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,1061
18296,0.9,Ideal,G,SI2,61.5,57.0,6.07,6.19,3.77,3722
18297,1.04,Premium,F,VS2,61.7,59.0,6.49,6.45,3.99,6906
18298,0.33,Ideal,J,SI1,61.1,56.0,4.49,4.55,2.76,403
18299,0.81,Very Good,G,VS2,63.1,58.0,5.88,5.84,3.7,2994
18300,0.32,Ideal,F,IF,60.3,58.0,4.45,4.5,2.7,929
18301,0.23,Very Good,D,VS2,60.5,61.0,3.96,3.97,2.4,357
18302,1.7,Good,H,SI1,64.1,58.0,7.54,7.51,4.83,9158
18303,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,2817
18304,0.35,Ideal,F,SI1,62.2,56.0,4.52,4.48,2.8,748
18305,0.41,Premium,E,VS1,59.9,58.0,4.88,4.83,2.91,1153
18306,0.35,Very Good,H,VS1,60.8,63.0,4.57,4.54,2.77,788
18307,0.7,Very Good,H,VS2,61.6,55.0,5.71,5.75,3.53,2330
18308,0.73,Fair,G,SI1,65.5,56.0,5.68,5.62,3.7,2032
18309,1.02,Good,F,SI2,64.2,61.0,6.3,6.21,4.02,3633
18310,1.16,Premium,D,I1,61.8,59.0,6.74,6.78,4.18,3644
18311,1.51,Ideal,H,VS1,62.5,54.0,7.28,7.34,4.57,12071
18312,1.6,Fair,F,SI2,65.0,56.0,7.35,7.26,4.8,6272
18313,0.3,Ideal,H,VVS1,62.2,57.0,4.28,4.31,2.67,665
18314,0.41,Ideal,D,VS2,61.5,57.0,4.79,4.77,2.94,1076
18315,0.59,Ideal,J,SI1,61.3,57.0,5.37,5.4,3.3,1228
18316,0.71,Very Good,G,VS2,62.9,57.0,5.69,5.72,3.59,2598
18317,0.7,Premium,E,SI1,60.1,58.0,5.81,5.83,3.5,2349
18318,0.55,Premium,H,VVS1,61.1,57.0,5.35,5.26,3.24,1980
18319,0.4,Very Good,E,SI1,63.5,57.0,4.72,4.7,2.99,882
18320,0.53,Very Good,E,SI2,63.2,54.0,5.19,5.16,3.27,1227
18321,0.55,Ideal,E,SI1,61.7,56.0,5.24,5.29,3.25,1551
18322,0.32,Ideal,F,VVS1,60.7,56.0,4.45,4.43,2.7,905
18323,0.77,Premium,G,VS2,61.2,58.0,5.9,5.93,3.62,2780
18324,0.7,Very Good,F,SI1,61.8,58.0,5.67,5.72,3.52,2230
18325,1.23,Good,H,SI1,63.7,59.0,6.76,6.71,4.29,5490
18326,0.76,Ideal,D,VVS2,62.3,57.0,5.84,5.87,3.65,4223
18327,2.01,Very Good,J,SI1,62.4,59.0,8.02,8.08,5.02,12392
18328,0.38,Premium,E,VS1,61.5,58.0,4.69,4.64,2.87,1069
18329,0.3,Ideal,F,VS1,61.8,53.0,4.32,4.36,2.68,621
18330,0.32,Good,G,VS1,60.8,62.0,4.4,4.45,2.69,548
18331,1.01,Premium,G,VS1,60.9,58.0,6.43,6.47,3.93,6759
18332,1.51,Very Good,G,VS1,59.5,59.0,7.41,7.45,4.42,14028
18333,1.03,Ideal,H,VS2,62.3,56.0,6.46,6.44,4.02,5364
18334,0.38,Ideal,E,SI1,59.4,61.0,4.72,4.74,2.81,660
18335,0.5,Very Good,G,VVS2,60.9,61.0,5.11,5.13,3.12,1838
18336,1.0,Ideal,D,VVS1,60.7,56.0,6.47,6.54,3.95,14498
18337,0.35,Ideal,H,VVS1,61.5,57.0,4.53,4.54,2.79,798
18338,0.33,Ideal,G,VS1,61.1,55.0,4.5,4.52,2.75,699
18339,0.5,Very Good,G,VVS1,59.6,63.0,5.16,5.11,3.06,1987
18340,0.43,Premium,H,SI1,60.2,57.0,4.93,4.91,2.96,919
18341,0.5,Ideal,G,VVS1,62.2,56.0,5.12,5.1,3.18,2070
18342,0.43,Ideal,I,VVS1,61.1,57.0,4.86,4.9,2.98,916
18343,0.3,Ideal,I,VS2,62.4,55.0,4.32,4.34,2.7,407
18344,0.4,Very Good,G,VVS2,61.6,58.0,4.73,4.78,2.93,925
18345,0.72,Ideal,D,SI1,61.7,55.0,5.77,5.8,3.57,3568
18346,1.03,Very Good,D,SI2,62.8,56.0,6.43,6.46,4.05,4679
18347,0.34,Premium,I,VVS1,62.4,59.0,4.4,4.44,2.76,626
18348,0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,3017
18349,0.54,Ideal,I,VS1,61.2,58.0,5.24,5.29,3.22,1304
18350,0.53,Ideal,H,VS2,61.6,55.0,5.23,5.25,3.23,1427
18351,1.01,Very Good,F,VS2,63.6,59.0,6.3,6.34,4.02,6714
18352,1.64,Ideal,F,VS2,61.8,53.0,7.62,7.63,4.71,15458
18353,1.05,Ideal,F,SI1,62.0,55.0,6.5,6.54,4.04,5457
18354,0.56,Ideal,I,SI1,61.9,57.0,5.25,5.29,3.26,1212
18355,0.3,Very Good,H,VS1,61.9,55.0,4.32,4.37,2.69,541
18356,0.91,Very Good,J,SI2,62.0,56.0,6.18,6.23,3.85,3181
18357,0.35,Ideal,I,VS1,60.9,57.0,4.54,4.59,2.78,552
18358,1.5,Premium,F,VS1,62.3,58.0,7.28,7.33,4.55,15153
18359,1.01,Premium,G,SI2,60.1,59.0,6.45,6.39,3.86,4269
18360,0.31,Ideal,G,VVS1,60.7,57.0,4.4,4.37,2.66,1046
18361,0.52,Very Good,E,SI1,62.8,56.0,5.13,5.15,3.23,1389
18362,0.33,Premium,F,SI2,62.3,58.0,4.4,4.43,2.75,434
18363,1.5,Ideal,F,VS2,61.9,56.0,7.33,7.31,4.53,15584
18364,0.58,Premium,F,VVS2,62.6,56.0,5.37,5.27,3.33,2238
18365,0.56,Ideal,E,VS2,62.6,57.0,5.29,5.26,3.3,1915
18366,0.52,Ideal,J,SI1,61.4,56.4,5.15,5.17,3.17,896
18367,0.77,Ideal,I,VS1,61.5,59.0,5.87,5.91,3.62,2798
18368,0.3,Very Good,G,VVS2,62.9,58.0,4.26,4.29,2.69,638
18369,2.27,Good,H,SI2,63.6,58.0,8.37,8.29,5.3,14249
18370,0.32,Ideal,D,SI1,61.4,57.0,4.42,4.41,2.71,756
18371,0.29,Very Good,G,VVS1,61.5,57.0,4.24,4.27,2.62,607
18372,0.54,Very Good,I,IF,58.8,61.0,5.29,5.35,3.13,1708
18373,0.34,Very Good,G,VS1,63.1,57.0,4.45,4.4,2.79,880
18374,0.42,Premium,G,VS2,59.5,59.0,4.89,4.83,2.89,1087
18375,0.91,Very Good,F,SI1,59.7,55.0,6.33,6.36,3.79,4279
18376,0.32,Ideal,E,VVS2,62.4,56.0,4.39,4.43,2.75,864
18377,0.3,Ideal,G,VVS2,60.7,58.0,4.34,4.36,2.64,655
18378,0.73,Very Good,E,SI1,58.6,57.0,5.91,6.0,3.49,2441
18379,0.3,Ideal,F,SI1,61.4,55.0,4.34,4.36,2.67,475
18380,0.3,Ideal,E,IF,61.2,58.0,4.31,4.38,2.66,957
18381,1.39,Very Good,I,VS1,62.2,57.0,7.17,7.1,4.44,7893
18382,1.1,Very Good,G,VVS1,60.4,57.0,6.7,6.77,4.07,8724
18383,0.7,Premium,F,I1,63.0,61.0,5.69,5.55,3.54,1040
18384,0.4,Ideal,E,SI2,62.2,53.0,4.73,4.76,2.95,689
18385,0.71,Very Good,H,VVS2,61.8,56.0,5.7,5.73,3.53,2960
18386,1.12,Very Good,G,SI2,60.2,59.0,6.7,6.85,4.08,4852
18387,0.58,Premium,H,SI2,59.0,61.0,5.45,5.42,3.21,1066
18388,0.33,Ideal,G,VS1,62.1,54.0,4.47,4.42,2.76,854
18389,1.07,Ideal,G,VS2,62.4,55.0,6.53,6.58,4.09,6648
18390,0.56,Ideal,G,IF,62.0,56.0,5.3,5.32,3.29,2442
18391,0.41,Premium,E,SI1,60.2,60.0,4.82,4.78,2.89,969
18392,0.44,Ideal,H,SI1,61.9,57.0,4.92,4.9,3.04,941
18393,1.05,Ideal,G,VS1,62.0,56.0,6.53,6.47,4.03,7063
18394,1.03,Premium,F,VS1,62.2,57.0,6.51,6.47,4.04,7365
18395,1.84,Ideal,J,VS1,62.4,56.0,7.84,7.8,4.89,8828
18396,0.32,Ideal,H,VS2,62.0,55.0,4.38,4.4,2.72,505
18397,1.07,Premium,H,SI1,59.2,61.0,6.67,6.65,3.94,5237
18398,0.5,Very Good,G,VVS2,62.2,61.0,5.07,5.09,3.16,1715
18399,0.3,Premium,H,VS2,61.8,60.0,4.31,4.26,2.65,608
18400,1.1,Premium,F,VS2,60.5,57.0,6.7,6.69,4.05,9486
18401,0.32,Very Good,F,SI1,63.2,55.0,4.4,4.37,2.77,684
18402,0.51,Ideal,F,IF,62.4,55.0,5.11,5.14,3.2,2524
18403,0.72,Premium,H,VS2,61.1,58.0,5.78,5.74,3.52,2318
18404,0.32,Ideal,H,VS1,61.3,55.0,4.43,4.41,2.71,720
18405,1.64,Premium,J,VS1,60.6,59.0,7.67,7.61,4.63,9836
18406,0.43,Very Good,F,VS2,61.1,57.0,4.86,4.9,2.98,905
18407,1.43,Very Good,D,SI1,63.5,56.0,7.24,7.09,4.55,9450
18408,0.3,Ideal,E,VVS1,61.5,57.0,4.35,4.33,2.67,956
18409,0.58,Ideal,E,SI1,61.5,55.0,5.34,5.39,3.3,1636
18410,0.41,Premium,I,SI2,61.6,59.0,4.76,4.79,2.94,539
18411,0.41,Ideal,F,VS1,60.8,56.0,4.76,4.79,2.92,1007
18412,1.7,Ideal,H,VS1,62.4,55.0,7.61,7.69,4.77,13823
18413,0.4,Ideal,H,VVS2,60.8,55.0,4.79,4.82,2.92,877
18414,1.52,Very Good,I,SI1,62.0,58.0,7.34,7.4,4.57,9664
18415,0.7,Good,G,VS1,63.5,61.0,5.6,5.64,3.57,2577
18416,0.28,Ideal,H,VS1,62.2,54.0,4.19,4.23,2.62,462
18417,0.51,Premium,D,SI1,61.6,58.0,5.12,5.14,3.16,1569
18418,1.08,Very Good,F,VS2,63.1,57.0,6.56,6.5,4.12,6319
18419,2.14,Very Good,I,SI1,61.3,61.0,8.28,8.32,5.09,15769
18420,1.21,Ideal,I,VS1,61.7,53.0,6.89,6.92,4.26,7111
18421,1.03,Premium,G,SI1,60.5,60.0,6.52,6.48,3.93,5105
18422,1.18,Ideal,G,VS2,60.9,56.0,6.8,6.85,4.16,7439
18423,1.32,Premium,H,VS2,61.5,59.0,7.04,7.01,4.32,6505
18424,1.19,Premium,G,VS1,62.6,58.0,6.78,6.71,4.22,8109
18425,1.0,Premium,F,VS1,59.2,60.0,6.53,6.48,3.58,7056
18426,0.73,Very Good,E,SI1,60.2,60.0,5.81,5.86,3.51,2564
18427,0.34,Very Good,E,SI1,59.6,57.0,4.52,4.61,2.72,596
18428,0.7,Premium,F,VS2,62.0,56.0,5.72,5.67,3.53,2573
18429,1.01,Very Good,F,VS2,62.3,59.0,6.37,6.44,3.99,6073
18430,0.6,Very Good,D,SI1,60.0,56.0,5.46,5.51,3.29,1841
18431,1.22,Premium,H,VS2,62.4,58.0,6.84,6.79,4.25,6934
18432,1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,3754
18433,1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,7779
18434,2.12,Ideal,I,SI1,62.2,57.0,8.21,8.14,5.08,12284
18435,0.71,Ideal,I,VVS1,61.2,57.0,5.79,5.76,3.53,2450
18436,1.01,Very Good,H,SI1,63.1,59.0,6.34,6.43,4.03,4705
18437,0.36,Ideal,E,VS2,61.2,56.0,4.63,4.59,2.82,1013
18438,0.37,Premium,J,VS2,61.1,60.0,4.6,4.63,2.82,454
18439,0.31,Good,D,SI1,63.8,57.0,4.33,4.29,2.75,684
18440,0.73,Ideal,D,VS2,61.5,55.0,5.79,5.82,3.57,3980
18441,0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,1125
18442,0.63,Very Good,D,SI1,63.1,58.0,5.49,5.44,3.45,2211
18443,0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,571
18444,0.3,Very Good,H,VS2,61.1,61.0,4.29,4.32,2.63,473
18445,0.31,Ideal,D,VS2,62.5,57.0,4.31,4.36,2.71,734
18446,0.41,Ideal,G,IF,61.7,56.0,4.77,4.8,2.95,1367
18447,0.88,Ideal,I,SI1,63.2,56.0,6.04,6.09,3.83,3264
18448,0.31,Good,D,VS2,63.6,56.0,4.26,4.32,2.73,567
18449,1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47,10483
18450,1.21,Ideal,I,VVS2,61.3,56.0,6.83,6.87,4.2,7938
18451,1.01,Good,F,SI2,63.1,58.0,6.34,6.38,4.01,4004
18452,1.5,Fair,H,I1,66.6,54.0,7.05,7.01,4.68,4939
18453,1.07,Ideal,G,SI1,61.9,55.0,6.62,6.57,4.08,5444
18454,0.72,Ideal,H,VS1,61.8,55.0,5.78,5.81,3.58,3167
18455,1.16,Premium,F,VS2,60.5,59.0,6.86,6.8,4.13,5781
18456,1.2,Premium,J,VS1,59.1,61.0,7.0,6.94,4.12,5107
18457,0.84,Ideal,J,SI1,61.8,56.0,6.04,6.07,3.74,2493
18458,1.22,Premium,E,VVS1,61.1,60.0,6.87,6.85,4.19,13824
18459,0.41,Ideal,D,VVS2,61.1,56.0,4.78,4.81,2.93,1105
18460,1.02,Ideal,E,IF,62.6,57.0,6.41,6.47,4.03,11500
18461,0.37,Ideal,F,VS1,61.1,57.0,4.61,4.65,2.83,811
18462,1.0,Good,H,VS2,62.7,54.0,6.26,6.31,3.94,4569
18463,0.33,Ideal,G,VS1,61.6,57.0,4.45,4.41,2.73,854
18464,0.42,Premium,E,SI1,62.8,59.0,4.78,4.74,2.99,992
18465,1.0,Ideal,H,SI1,61.9,57.0,6.43,6.39,3.97,4872
18466,0.4,Premium,D,SI2,61.1,58.0,4.76,4.73,2.9,855
18467,0.41,Very Good,E,SI2,62.8,58.0,4.69,4.73,2.96,638
18468,0.35,Ideal,G,IF,61.8,55.0,4.56,4.54,2.81,1116
18469,1.1,Ideal,H,SI1,62.5,57.0,6.6,6.56,4.11,4764
18470,1.25,Premium,I,SI1,59.7,59.0,6.97,7.03,4.18,5293
18471,1.11,Premium,H,VS2,60.9,57.0,6.77,6.69,4.1,5395
18472,0.53,Very Good,G,SI2,63.4,55.0,5.1,5.19,3.26,1079
18473,1.42,Very Good,G,VS1,62.7,55.0,7.11,7.17,4.48,11452
18474,0.41,Ideal,J,VS1,61.5,55.0,4.77,4.79,2.94,648
18475,1.09,Good,D,VS1,63.9,57.0,6.57,6.49,4.17,7493
18476,1.07,Very Good,H,VS2,62.7,57.0,6.48,6.53,4.08,5264
18477,0.32,Premium,G,VS2,62.6,60.0,4.36,4.33,2.72,720
18478,0.7,Ideal,E,VS2,60.7,58.0,5.73,5.76,3.49,2762
18479,0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,1068
18480,1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,4501
18481,1.01,Very Good,G,SI2,62.0,58.0,6.41,6.46,3.99,3682
18482,2.25,Premium,I,SI2,61.9,59.0,8.42,8.35,5.19,11114
18483,0.51,Ideal,H,SI1,61.0,57.0,5.17,5.22,3.17,1354
18484,0.27,Very Good,F,VS1,60.5,57.0,4.21,4.23,2.55,518
18485,0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,872
18486,1.01,Ideal,G,SI2,62.1,57.0,6.48,6.44,4.01,4350
18487,1.07,Ideal,G,SI1,60.2,57.0,6.7,6.59,4.0,5453
18488,0.71,Very Good,I,VVS2,61.5,58.0,5.73,5.81,3.55,2448
18489,2.0,Ideal,F,SI2,62.0,57.0,8.1,8.03,5.0,17871
